game_id,fetched_at,game_date,game_status,period,clock,team_id,team_name,team_abbr,home_away,pts,fgm,fga,fg_pct,tpm,tpa,tp_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts_in_paint,fast_break_pts,second_chance_pts,pts_off_tov,bench_pts,largest_lead,fgm_2,fga_2,fg2_pct,fg3_pct,efg_pct,ts_pct,ftr,three_rate,two_rate,flag_ts_good,flag_efg_good,flag_ftr_good,poss,pts_opp,poss_opp,minutes_elapsed,pace,ppp,ppp_opp,ortg,drtg,net_rtg,flag_pace_above_avg,flag_ortg_above_avg,flag_net_rtg_pos,tov_rate,opp_dreb,oreb_pct,four_factors_score,efg_pct_diff,efg_pct_winning,tov_rate_diff,tov_rate_winning,oreb_pct_diff,oreb_pct_winning,ftr_diff,ftr_winning,four_factors_score_diff,four_factors_score_winning,flag_tov_bad,flag_oreb_good
401856915,2026-06-13T07:58:28.732469+00:00,2026-05-17T17:30Z,STATUS_FINAL,4,0.0,17,Las Vegas Aces,LV,away,85,31,73,0.4247,10,27,37.0,13,17,0.7647,6,32,38,21,5,8,13,23,38,5,0,0,0,19,21,46,0.4565,0.3704,0.4932,0.5281,0.2329,0.3699,0.6301,False,False,False,87.48,84,91.28,40.0,89.38,0.9717,0.9202,97.17,92.02,5.15,True,False,True,0.1486,34,0.15,0.2251,0.0891,True,0.0062,False,-0.1058,False,-0.2739,False,-0.0281,False,False,False
401856915,2026-06-13T07:58:28.732469+00:00,2026-05-17T17:30Z,STATUS_FINAL,4,0.0,20,Atlanta Dream,ATL,home,84,27,73,0.3699,5,23,22.0,25,37,0.6757,11,34,45,15,9,5,13,23,42,11,0,0,0,2,22,50,0.44,0.2174,0.4041,0.4704,0.5068,0.3151,0.6849,False,False,True,91.28,85,87.48,40.0,89.38,0.9202,0.9717,92.02,97.17,-5.15,True,False,False,0.1424,32,0.2558,0.2532,-0.0891,False,-0.0062,True,0.1058,True,0.2739,True,0.0281,True,False,False
